# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: HUAWEI Model: VKY-TL00
# 
# ElapsedRealtimeMillis,UtcTimeMillis,Svid,Cn0DbHz,angleZ,angleX,angleY
# 
282362892,1222628499000,19,12.360591888427734,179.46109,-85.11096,33.86369
282362892,1222628499000,17,27.107664108276367,179.46109,-85.11096,33.86369
282362892,1222628499000,8,29.828781127929688,179.46109,-85.11096,33.86369
282362892,1222628499000,5,7.0,179.46109,-85.11096,33.86369
282362892,1222628499000,10,7.0,179.46109,-85.11096,33.86369
282362892,1222628499000,1,19.622058868408203,179.46109,-85.11096,33.86369
282362892,1222628499000,4,25.952116012573242,179.46109,-85.11096,33.86369
282362892,1222628499000,12,31.43783950805664,179.46109,-85.11096,33.86369
282362892,1222628499000,19,29.675922393798828,179.46109,-85.11096,33.86369
282362892,1222628499000,27,31.830463409423828,179.46109,-85.11096,33.86369
282362892,1222628499000,30,18.135637283325195,179.46109,-85.11096,33.86369
282363867,1222628500000,2,27.672441482543945,-166.91234,-85.32672,20.394876
282363868,1222628500000,5,34.511322021484375,-166.91234,-85.32672,20.394876
282363868,1222628500000,7,32.11859893798828,-166.91234,-85.32672,20.394876
282363868,1222628500000,8,7.0,-166.91234,-85.32672,20.394876
282363868,1222628500000,9,8.858587265014648,-166.91234,-85.32672,20.394876
282363868,1222628500000,13,40.0876579284668,-166.91234,-85.32672,20.394876
282363868,1222628500000,15,24.290103912353516,-166.91234,-85.32672,20.394876
282363868,1222628500000,21,11.885887145996094,-166.91234,-85.32672,20.394876
282363868,1222628500000,27,7.0,-166.91234,-85.32672,20.394876
282363868,1222628500000,28,33.44514465332031,-166.91234,-85.32672,20.394876
282363868,1222628500000,30,27.19705581665039,-166.91234,-85.32672,20.394876
282363868,1222628500000,2,34.82133102416992,-166.91234,-85.32672,20.394876
282363868,1222628500000,18,23.25891876220703,-166.91234,-85.32672,20.394876
282363868,1222628500000,98,7.0,-166.91234,-85.32672,20.394876
282363869,1222628500000,12,32.76586151123047,-166.91234,-85.32672,20.394876
282363869,1222628500000,11,36.965187072753906,-166.91234,-85.32672,20.394876
282363869,1222628500000,1,29.801315307617188,-166.91234,-85.32672,20.394876
282363869,1222628500000,19,12.33420181274414,-166.91234,-85.32672,20.394876
282363869,1222628500000,17,31.182559967041016,-166.91234,-85.32672,20.394876
282363869,1222628500000,8,28.306161880493164,-166.91234,-85.32672,20.394876
282363869,1222628500000,5,9.466907501220703,-166.91234,-85.32672,20.394876
282363869,1222628500000,10,12.319904327392578,-166.91234,-85.32672,20.394876
282363869,1222628500000,1,9.798254013061523,-166.91234,-85.32672,20.394876
282363870,1222628500000,4,31.88595199584961,-166.91234,-85.32672,20.394876
282363870,1222628500000,12,31.210296630859375,-166.91234,-85.32672,20.394876
282363870,1222628500000,19,26.82514190673828,-166.91234,-85.32672,20.394876
282363870,1222628500000,27,33.69199752807617,-166.91234,-85.32672,20.394876
282363870,1222628500000,30,16.04815673828125,-166.91234,-85.32672,20.394876
282364873,1222628501000,2,25.867124557495117,-161.10347,-84.51813,-0.0
282364873,1222628501000,5,30.490360260009766,-161.10347,-84.51813,-0.0
